,languages,language_type,label 
1334,उसने मुझे अपनी शादी में आने का का न्योता दिया है।,hindi,1
1335,एसी बहुत आवाज़ करता है।,hindi,1
1336,बच्चा बहुत देर से रो रहा था।,hindi,1
1337,डब्बा इतना भारी था कि मैं उसे हिला नहीं सका।,hindi,1
1338,बेकरी में जो लड़की काम करती है वह बहुत क्यूट है।,hindi,1
1339,म्युज़ियम सोमवार से शुक्रवार तक खुला रहता है।,hindi,1
1340,बूढ़ी औरत अपनी पोती पर मुस्कुराई।,hindi,1
1341,इस परिस्थिति में कठोर कदम उठाने होंगे।,hindi,1
1342,"टीचर ने कहा, ""बस आज के लिए इतना ही।""",hindi,1
1343,ये तस्वीरें सच में बहुत सुंदर हैं।,hindi,1
1344,वे इंग्लैंड के एक छोटे से गाँव में रहते हैं।,hindi,1
1345,हमें मौत की सज़ा को हटा देना चाहिए।,hindi,1
1346,तुम इन पैसों के साथ क्या करोगे?,hindi,1
1347,हमें अगले हफ़्ते ड्राईव पर लेजाओगे क्या?,hindi,1
1348,आप मुझे नियम समझा सकते हैं क्या?,hindi,1
1349,तुम हमेशा लोगों की बुराई करने को तैयार रहते हो।,hindi,1
1350,"तुम ""चित भी मेरी पट भी मेरी"" नहीं कर सकते।",hindi,1
1351,तुम्हे अपनी बीमार माँ का ख़याल रखना चाहिए।,hindi,1
1352,अफ़्रीका को एक समय में अंधेर महाद्वीप बुलाया जाता था।,hindi,1
1353,"मानो या न मानो, उसके तीन बच्चे हैं।",hindi,1
1354,"कैंसर का अगर समय में पता चल जाए, तो उसका इलाज हो सकता है।",hindi,1
1355,आप किसी को बिस्तर बनाने के लिए भेज सकते हैं क्या?,hindi,1
1356,वह हमेशा यहाँ पाँच से छः बजे के बीच होता है।,hindi,1
1357,वह वहाँ अकेले जाने लायक बहादुर है।,hindi,1
1358,वह कल दोपहर मुझसे मिलने आ रहा है।,hindi,1
